query,seed_ortholog,GOs
g1487,EOY24408,"GO:0000096,GO:0001101,GO:0003674,GO:0003824,GO:0004383,GO:0004497,GO:0004499,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0006082,GO:0006139,GO:0006163,GO:0006164,GO:0006182,GO:0006520,GO:0006725,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006952,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009187,GO:0009190,GO:0009259,GO:0009260,GO:0009605,GO:0009607,GO:0009620,GO:0009719,GO:0009725,GO:0009737,GO:0009751,GO:0009753,GO:0009975,GO:0009987,GO:0010033,GO:0010118,GO:0014070,GO:0016143,GO:0016144,GO:0016491,GO:0016705,GO:0016709,GO:0016829,GO:0016849,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019748,GO:0019752,GO:0019757,GO:0019758,GO:0019760,GO:0019761,GO:0019825,GO:0033321,GO:0033506,GO:0033993,GO:0034641,GO:0034654,GO:0036094,GO:0042221,GO:0042493,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044550,GO:0046068,GO:0046390,GO:0046483,GO:0046677,GO:0050832,GO:0050896,GO:0051704,GO:0051707,GO:0052652,GO:0055086,GO:0055114,GO:0070026,GO:0071704,GO:0072521,GO:0072522,GO:0080102,GO:0080103,GO:0080104,GO:0080105,GO:0080106,GO:0080107,GO:0090332,GO:0090407,GO:0097305,GO:0098542,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901657,GO:1901659,GO:1901700"
g1185,EOY22955,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0006323,GO:0006325,GO:0006333,GO:0006334,GO:0006996,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0031497,GO:0031974,GO:0031981,GO:0034622,GO:0034728,GO:0042393,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0051276,GO:0065003,GO:0065004,GO:0070013,GO:0071103,GO:0071824,GO:0071840"
g643,EOY22619,"GO:0000003,GO:0001101,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007275,GO:0007568,GO:0008150,GO:0008285,GO:0009719,GO:0009725,GO:0009737,GO:0009791,GO:0009838,GO:0009889,GO:0009890,GO:0009892,GO:0009900,GO:0009908,GO:0009909,GO:0009911,GO:0010033,GO:0010047,GO:0010150,GO:0010227,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010959,GO:0019219,GO:0019222,GO:0022414,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0033993,GO:0034762,GO:0034764,GO:0034765,GO:0034767,GO:0035670,GO:0042127,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043266,GO:0043268,GO:0043269,GO:0043270,GO:0043565,GO:0044424,GO:0044464,GO:0045892,GO:0045934,GO:0048366,GO:0048367,GO:0048437,GO:0048438,GO:0048440,GO:0048467,GO:0048481,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048580,GO:0048582,GO:0048608,GO:0048609,GO:0048731,GO:0048827,GO:0048831,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051049,GO:0051050,GO:0051094,GO:0051171,GO:0051172,GO:0051239,GO:0051240,GO:0051252,GO:0051253,GO:0060255,GO:0061458,GO:0065007,GO:0080090,GO:0090567,GO:0090693,GO:0097159,GO:0097305,GO:0099402,GO:0140110,GO:1901363,GO:1901379,GO:1901381,GO:1901700,GO:1902679,GO:1903286,GO:1903288,GO:1903506,GO:1903507,GO:1904062,GO:1904064,GO:2000026,GO:2000112,GO:2000113,GO:2000241,GO:2000243,GO:2001141"
g520,EOY23788,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0005938,GO:0007154,GO:0007165,GO:0008150,GO:0009719,GO:0009725,GO:0009733,GO:0009734,GO:0009755,GO:0009987,GO:0010033,GO:0016020,GO:0016021,GO:0023052,GO:0031224,GO:0031226,GO:0032870,GO:0042221,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0070887,GO:0071310,GO:0071365,GO:0071495,GO:0071944,GO:0099568"
g643,EOY22619,"GO:0000003,GO:0001101,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007275,GO:0007568,GO:0008150,GO:0008285,GO:0009719,GO:0009725,GO:0009737,GO:0009791,GO:0009838,GO:0009889,GO:0009890,GO:0009892,GO:0009900,GO:0009908,GO:0009909,GO:0009911,GO:0010033,GO:0010047,GO:0010150,GO:0010227,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010959,GO:0019219,GO:0019222,GO:0022414,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0033993,GO:0034762,GO:0034764,GO:0034765,GO:0034767,GO:0035670,GO:0042127,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043266,GO:0043268,GO:0043269,GO:0043270,GO:0043565,GO:0044424,GO:0044464,GO:0045892,GO:0045934,GO:0048366,GO:0048367,GO:0048437,GO:0048438,GO:0048440,GO:0048467,GO:0048481,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048580,GO:0048582,GO:0048608,GO:0048609,GO:0048731,GO:0048827,GO:0048831,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051049,GO:0051050,GO:0051094,GO:0051171,GO:0051172,GO:0051239,GO:0051240,GO:0051252,GO:0051253,GO:0060255,GO:0061458,GO:0065007,GO:0080090,GO:0090567,GO:0090693,GO:0097159,GO:0097305,GO:0099402,GO:0140110,GO:1901363,GO:1901379,GO:1901381,GO:1901700,GO:1902679,GO:1903286,GO:1903288,GO:1903506,GO:1903507,GO:1904062,GO:1904064,GO:2000026,GO:2000112,GO:2000113,GO:2000241,GO:2000243,GO:2001141"
g674,Gorai.008G208100.1,"GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005773,GO:0005774,GO:0005829,GO:0005840,GO:0005844,GO:0005911,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009506,GO:0009507,GO:0009536,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0030054,GO:0031090,GO:0031974,GO:0031981,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0042788,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044437,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0055044,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0098588,GO:0098805,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904"
g1976,EOY24479,"GO:0000003,GO:0003006,GO:0005575,GO:0005618,GO:0005623,GO:0007275,GO:0007389,GO:0008150,GO:0009505,GO:0009531,GO:0009553,GO:0009653,GO:0009790,GO:0009791,GO:0009793,GO:0009798,GO:0009888,GO:0010154,GO:0010453,GO:0022414,GO:0022603,GO:0030312,GO:0032501,GO:0032502,GO:0042659,GO:0044426,GO:0044462,GO:0044464,GO:0045595,GO:0048226,GO:0048229,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051239,GO:0051302,GO:0061458,GO:0065001,GO:0065007,GO:0071944,GO:0090558,GO:0090708,GO:0099402,GO:1905392,GO:1905421,GO:2000026,GO:2000067,GO:2000280"
g1476,EOY24426,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035"
g445,EOY23233,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"
g477,POPTR_0003s12160.1,"GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0009295,GO:0009507,GO:0009526,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009941,GO:0016020,GO:0031967,GO:0031974,GO:0031975,GO:0031976,GO:0031981,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0048046,GO:0055035,GO:0070013"
g2360,EOY22117,"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006950,GO:0006970,GO:0008150,GO:0009505,GO:0009628,GO:0009651,GO:0009664,GO:0009825,GO:0009832,GO:0009897,GO:0009930,GO:0009986,GO:0009987,GO:0010215,GO:0016020,GO:0016043,GO:0016049,GO:0022607,GO:0030198,GO:0030312,GO:0031224,GO:0031225,GO:0031226,GO:0040007,GO:0042546,GO:0043062,GO:0044085,GO:0044425,GO:0044459,GO:0044464,GO:0045229,GO:0046658,GO:0050896,GO:0070726,GO:0071554,GO:0071555,GO:0071668,GO:0071669,GO:0071840,GO:0071944,GO:0098552"
g2389,EOY22054,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0097159,GO:1901363"
g802,EOY21312,"GO:0000151,GO:0000153,GO:0000835,GO:0000836,GO:0000839,GO:0002790,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006508,GO:0006511,GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0006807,GO:0006810,GO:0006950,GO:0006970,GO:0006972,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009306,GO:0009628,GO:0009651,GO:0009987,GO:0010033,GO:0010243,GO:0010498,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0019538,GO:0019941,GO:0030163,GO:0030433,GO:0031984,GO:0032940,GO:0032991,GO:0033036,GO:0033554,GO:0034976,GO:0036503,GO:0042175,GO:0042221,GO:0042538,GO:0042886,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044255,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046486,GO:0046903,GO:0050896,GO:0051179,GO:0051234,GO:0051603,GO:0051716,GO:0071702,GO:0071704,GO:0071705,GO:0098796,GO:0098827,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1902494,GO:1990234"
g900,Gorai.005G135900.1,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006873,GO:0006885,GO:0007275,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0019725,GO:0022622,GO:0030003,GO:0030004,GO:0030641,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0042592,GO:0044425,GO:0044459,GO:0044464,GO:0048364,GO:0048731,GO:0048856,GO:0048878,GO:0050801,GO:0051453,GO:0055067,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071944,GO:0098771,GO:0099402"
g959,XP_004298905.1,"GO:0003674,GO:0003824,GO:0004550,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005758,GO:0006139,GO:0006165,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008270,GO:0009117,GO:0009132,GO:0009507,GO:0009534,GO:0009536,GO:0009543,GO:0009579,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0019205,GO:0019637,GO:0019866,GO:0031090,GO:0031966,GO:0031967,GO:0031970,GO:0031974,GO:0031975,GO:0031976,GO:0031977,GO:0031978,GO:0031984,GO:0034641,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0046939,GO:0050896,GO:0050897,GO:0055086,GO:0070013,GO:0071704,GO:1901360"
g568,XP_009620189.1,"GO:0001101,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004683,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005773,GO:0005829,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009737,GO:0009738,GO:0009755,GO:0009931,GO:0009987,GO:0010033,GO:0010119,GO:0010359,GO:0010857,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018193,GO:0018209,GO:0019538,GO:0022898,GO:0023052,GO:0032409,GO:0032412,GO:0032870,GO:0032879,GO:0033993,GO:0034762,GO:0034765,GO:0035556,GO:0036211,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043269,GO:0043412,GO:0044070,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046777,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051716,GO:0065007,GO:0065009,GO:0070887,GO:0071215,GO:0071229,GO:0071310,GO:0071396,GO:0071495,GO:0071704,GO:0071944,GO:0097305,GO:0097306,GO:0140096,GO:1901564,GO:1901700,GO:1901701,GO:1903959"
g2814,EOY25320,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0012505,GO:0016740,GO:0016741,GO:0031410,GO:0031982,GO:0031984,GO:0032259,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0097708,GO:0098791"
g606,EOY22721,"GO:0000228,GO:0000785,GO:0000790,GO:0003674,GO:0003676,GO:0003723,GO:0003727,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005730,GO:0005737,GO:0005844,GO:0006139,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008143,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0016604,GO:0019222,GO:0019439,GO:0031974,GO:0031981,GO:0032991,GO:0034641,GO:0034655,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0060255,GO:0065007,GO:0070013,GO:0070717,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1990251,GO:1990904"
g638,EOY22638,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008757,GO:0009058,GO:0009507,GO:0009526,GO:0009534,GO:0009536,GO:0009579,GO:0009941,GO:0009987,GO:0015994,GO:0015995,GO:0016740,GO:0016741,GO:0018130,GO:0019438,GO:0031967,GO:0031975,GO:0031976,GO:0031984,GO:0032259,GO:0033013,GO:0033014,GO:0034641,GO:0042440,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044271,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046148,GO:0046406,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"
g2432,Gorai.012G120300.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0008150,GO:0009314,GO:0009416,GO:0009605,GO:0009606,GO:0009628,GO:0009629,GO:0009630,GO:0009642,GO:0009787,GO:0009889,GO:0009958,GO:0009962,GO:0009966,GO:0010099,GO:0010100,GO:0010380,GO:0010646,GO:0019222,GO:0023051,GO:0031323,GO:0031326,GO:0031537,GO:0031540,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048518,GO:0048519,GO:0048578,GO:0048580,GO:0048581,GO:0048582,GO:0048583,GO:0048584,GO:0048585,GO:0048586,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051094,GO:0051171,GO:0051193,GO:0051239,GO:0051240,GO:0051241,GO:0065007,GO:0080090,GO:0090056,GO:0090227,GO:1901333,GO:1901401,GO:1901419,GO:1901463,GO:1905957,GO:2000023,GO:2000026,GO:2000028,GO:2000030,GO:2000069,GO:2000241,GO:2000243,GO:2000280"
g2464,EOY24581,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0016020,GO:0031090,GO:0031967,GO:0031969,GO:0031975,GO:0042170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464"
g2242,Gorai.008G227700.1,"GO:0000325,GO:0003674,GO:0005215,GO:0005310,GO:0005342,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0006811,GO:0006820,GO:0006835,GO:0008150,GO:0008509,GO:0008514,GO:0009705,GO:0009987,GO:0010118,GO:0012505,GO:0015075,GO:0015140,GO:0015318,GO:0015556,GO:0015711,GO:0015740,GO:0015743,GO:0015849,GO:0016020,GO:0022857,GO:0031090,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071423,GO:0071702,GO:0098588,GO:0098656,GO:0098805,GO:1903825,GO:1905039"
g2305,Gorai.008G224300.1,"GO:0000287,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0046872"
g2392,EOY22045,"GO:0000302,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006417,GO:0006950,GO:0006979,GO:0008150,GO:0009266,GO:0009314,GO:0009408,GO:0009416,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009628,GO:0009636,GO:0009642,GO:0009644,GO:0009889,GO:0009891,GO:0009893,GO:0009941,GO:0009987,GO:0010035,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010608,GO:0010628,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031967,GO:0031975,GO:0032268,GO:0032270,GO:0033554,GO:0034248,GO:0034250,GO:0034605,GO:0042221,GO:0042493,GO:0042542,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043335,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0045727,GO:0046677,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051716,GO:0060255,GO:0065007,GO:0080090,GO:1901700,GO:2000112"
g2484,EOY24627,"GO:0003674,GO:0005215,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015893,GO:0022857,GO:0042221,GO:0042493,GO:0050896,GO:0051179,GO:0051234,GO:0055085"
g1471,EOY24432,"GO:0000322,GO:0000325,GO:0000326,GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0006508,GO:0006624,GO:0006807,GO:0006996,GO:0007033,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0009056,GO:0009057,GO:0009987,GO:0010467,GO:0016043,GO:0016485,GO:0016787,GO:0019538,GO:0030163,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0051603,GO:0051604,GO:0070011,GO:0071704,GO:0071840,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1990019"
g1535,EOY21890,"GO:0001558,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007275,GO:0008150,GO:0009555,GO:0009889,GO:0010152,GO:0010468,GO:0010556,GO:0010769,GO:0019219,GO:0019222,GO:0021700,GO:0022603,GO:0022604,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0040008,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043900,GO:0044424,GO:0044464,GO:0045595,GO:0048229,GO:0048638,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051171,GO:0051239,GO:0051252,GO:0051510,GO:0060255,GO:0060284,GO:0065007,GO:0080090,GO:0080092,GO:0140110,GO:1903506,GO:2000112,GO:2000241,GO:2001141"
g1598,EOY25095,"GO:0002009,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005874,GO:0005886,GO:0005929,GO:0006996,GO:0007275,GO:0007369,GO:0008150,GO:0009653,GO:0009790,GO:0009888,GO:0009966,GO:0009968,GO:0009987,GO:0010646,GO:0010648,GO:0015630,GO:0016020,GO:0016043,GO:0022603,GO:0022607,GO:0023051,GO:0023057,GO:0030030,GO:0030031,GO:0030111,GO:0030178,GO:0032501,GO:0032502,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0044782,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048598,GO:0048729,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051239,GO:0060026,GO:0060027,GO:0060271,GO:0060429,GO:0060828,GO:0065007,GO:0070925,GO:0071840,GO:0071944,GO:0090090,GO:0090175,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0120025,GO:0120031,GO:0120036,GO:1905330,GO:2000026,GO:2000027,GO:2000050,GO:2000095"
g887,EOY23457,"GO:0000302,GO:0001067,GO:0001101,GO:0002376,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0006950,GO:0006952,GO:0006955,GO:0006979,GO:0007275,GO:0007568,GO:0008150,GO:0009507,GO:0009536,GO:0009605,GO:0009607,GO:0009617,GO:0009636,GO:0009719,GO:0009725,GO:0009751,GO:0009814,GO:0009816,GO:0009889,GO:0009891,GO:0009893,GO:0010033,GO:0010035,GO:0010150,GO:0010193,GO:0010200,GO:0010243,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0014070,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0032501,GO:0032502,GO:0042221,GO:0042493,GO:0042542,GO:0042742,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0045087,GO:0045893,GO:0045935,GO:0046677,GO:0048366,GO:0048367,GO:0048518,GO:0048522,GO:0048583,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051704,GO:0051707,GO:0060255,GO:0065007,GO:0080090,GO:0080134,GO:0090693,GO:0097159,GO:0098542,GO:0099402,GO:0140110,GO:1901363,GO:1901698,GO:1901700,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141"
g948,Gorai.006G063300.1,"GO:0000003,GO:0000018,GO:0000217,GO:0000400,GO:0000403,GO:0000404,GO:0000406,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006290,GO:0006298,GO:0006301,GO:0006310,GO:0006311,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0008094,GO:0008150,GO:0008152,GO:0009892,GO:0009987,GO:0010520,GO:0010564,GO:0010605,GO:0010639,GO:0010948,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019219,GO:0019222,GO:0022402,GO:0022414,GO:0030983,GO:0031323,GO:0031324,GO:0032135,GO:0032137,GO:0032138,GO:0032300,GO:0032301,GO:0032302,GO:0032991,GO:0033043,GO:0033554,GO:0034641,GO:0035822,GO:0040020,GO:0042623,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043570,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045128,GO:0045786,GO:0045835,GO:0045910,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051053,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051276,GO:0051321,GO:0051445,GO:0051447,GO:0051716,GO:0051726,GO:0051783,GO:0051784,GO:0060255,GO:0060631,GO:0061982,GO:0065007,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0090304,GO:0097159,GO:0110029,GO:1901360,GO:1901363,GO:1903046,GO:1990391,GO:2000241,GO:2000242"
